ORIGIN_STATE_ABR,ORIGIN_STATE_NM,DEST_STATE_ABR,DEST_STATE_NM,YEAR,MONTH,DEPARTURES_PERFORMED
CO,Colorado,FL,Florida,2024,12,1371.0
CO,Colorado,GA,Georgia,2024,12,616.0
CO,Colorado,HI,Hawaii,2024,12,144.0
CO,Colorado,IA,Iowa,2024,12,279.0
CO,Colorado,ID,Idaho,2024,12,457.0
CO,Colorado,IL,Illinois,2024,12,1081.0
CO,Colorado,IN,Indiana,2024,12,225.0
CO,Colorado,KS,Kansas,2024,12,346.0
CO,Colorado,KY,Kentucky,2024,12,356.0
CO,Colorado,LA,Louisiana,2024,12,240.0
CO,Colorado,MA,Massachusetts,2024,12,302.0
CO,Colorado,MD,Maryland,2024,12,307.0
CO,Colorado,MI,Michigan,2024,12,345.0
CO,Colorado,MN,Minnesota,2024,12,534.0
CO,Colorado,MO,Missouri,2024,12,760.0
CO,Colorado,MT,Montana,2024,12,666.0
CO,Colorado,NC,North Carolina,2024,12,431.0
CO,Colorado,ND,North Dakota,2024,12,523.0
CO,Colorado,NE,Nebraska,2024,12,664.0
CO,Colorado,NJ,New Jersey,2024,12,314.0
CO,Colorado,NM,New Mexico,2024,12,474.0
CO,Colorado,NV,Nevada,2024,12,935.0
CO,Colorado,NY,New York,2024,12,600.0
CO,Colorado,OH,Ohio,2024,12,360.0
CO,Colorado,OK,Oklahoma,2024,12,463.0
CO,Colorado,OR,Oregon,2024,12,535.0
CO,Colorado,PA,Pennsylvania,2024,12,359.0
CO,Colorado,PR,Puerto Rico,2024,12,31.0
CO,Colorado,RI,Rhode Island,2024,12,16.0
CO,Colorado,SC,South Carolina,2024,12,80.0
CO,Colorado,SD,South Dakota,2024,12,417.0
CO,Colorado,TN,Tennessee,2024,12,582.0
CO,Colorado,TX,Texas,2024,12,3370.0
CO,Colorado,UT,Utah,2024,12,842.0
CO,Colorado,VA,Virginia,2024,12,494.0
CO,Colorado,WA,Washington,2024,12,731.0
CO,Colorado,WI,Wisconsin,2024,12,279.0
CO,Colorado,WY,Wyoming,2024,12,767.0
CT,Connecticut,AR,Arkansas,2024,12,1.0
CT,Connecticut,AZ,Arizona,2024,12,13.0
CT,Connecticut,CO,Colorado,2024,12,79.0
CT,Connecticut,FL,Florida,2024,12,920.0
CT,Connecticut,GA,Georgia,2024,12,211.0
CT,Connecticut,IA,Iowa,2024,12,1.0
CT,Connecticut,IL,Illinois,2024,12,271.0
CT,Connecticut,KY,Kentucky,2024,12,131.0
CT,Connecticut,LA,Louisiana,2024,12,9.0
CT,Connecticut,MA,Massachusetts,2024,12,10.0
CT,Connecticut,MD,Maryland,2024,12,155.0
CT,Connecticut,MI,Michigan,2024,12,107.0
CT,Connecticut,MN,Minnesota,2024,12,72.0
CT,Connecticut,MO,Missouri,2024,12,5.0
CT,Connecticut,NC,North Carolina,2024,12,275.0
CT,Connecticut,NH,New Hampshire,2024,12,3.0
CT,Connecticut,NJ,New Jersey,2024,12,11.0
CT,Connecticut,NV,Nevada,2024,12,13.0
CT,Connecticut,NY,New York,2024,12,32.0
CT,Connecticut,OH,Ohio,2024,12,44.0
CT,Connecticut,PA,Pennsylvania,2024,12,122.0
CT,Connecticut,PR,Puerto Rico,2024,12,112.0
CT,Connecticut,RI,Rhode Island,2024,12,18.0
CT,Connecticut,SC,South Carolina,2024,12,67.0
CT,Connecticut,TN,Tennessee,2024,12,63.0
CT,Connecticut,TX,Texas,2024,12,52.0
CT,Connecticut,VA,Virginia,2024,12,337.0
CT,Connecticut,VT,Vermont,2024,12,1.0
CT,Connecticut,WV,West Virginia,2024,12,1.0
DE,Delaware,FL,Florida,2024,12,84.0
DE,Delaware,GA,Georgia,2024,12,9.0
DE,Delaware,KY,Kentucky,2024,12,1.0
DE,Delaware,NC,North Carolina,2024,12,10.0
DE,Delaware,PR,Puerto Rico,2024,12,9.0
DE,Delaware,TX,Texas,2024,12,1.0
FL,Florida,AK,Alaska,2024,12,117.0
FL,Florida,AL,Alabama,2024,12,244.0
FL,Florida,AR,Arkansas,2024,12,79.0
FL,Florida,AZ,Arizona,2024,12,511.0
FL,Florida,CA,California,2024,12,1647.0
FL,Florida,CO,Colorado,2024,12,1366.0
FL,Florida,CT,Connecticut,2024,12,909.0
FL,Florida,DE,Delaware,2024,12,82.0
FL,Florida,FL,Florida,2024,12,4992.0
FL,Florida,GA,Georgia,2024,12,5079.0
FL,Florida,HI,Hawaii,2024,12,2.0
FL,Florida,IA,Iowa,2024,12,193.0
FL,Florida,IL,Illinois,2024,12,3169.0
FL,Florida,IN,Indiana,2024,12,948.0
FL,Florida,KS,Kansas,2024,12,12.0
FL,Florida,KY,Kentucky,2024,12,1630.0
FL,Florida,LA,Louisiana,2024,12,556.0
FL,Florida,MA,Massachusetts,2024,12,2272.0
FL,Florida,MD,Maryland,2024,12,1690.0
FL,Florida,ME,Maine,2024,12,140.0
FL,Florida,MI,Michigan,2024,12,1682.0
FL,Florida,MN,Minnesota,2024,12,1043.0
FL,Florida,MO,Missouri,2024,12,1005.0
FL,Florida,MS,Mississippi,2024,12,28.0
FL,Florida,NC,North Carolina,2024,12,4351.0
FL,Florida,ND,North Dakota,2024,12,51.0
FL,Florida,NE,Nebraska,2024,12,98.0
FL,Florida,NH,New Hampshire,2024,12,128.0
FL,Florida,NJ,New Jersey,2024,12,3038.0
FL,Florida,NM,New Mexico,2024,12,5.0
FL,Florida,NV,Nevada,2024,12,476.0
FL,Florida,NY,New York,2024,12,6478.0
FL,Florida,OH,Ohio,2024,12,1352.0
FL,Florida,OK,Oklahoma,2024,12,54.0
FL,Florida,OR,Oregon,2024,12,132.0
FL,Florida,PA,Pennsylvania,2024,12,2730.0
FL,Florida,PR,Puerto Rico,2024,12,1661.0
FL,Florida,RI,Rhode Island,2024,12,525.0
FL,Florida,SC,South Carolina,2024,12,356.0
FL,Florida,SD,South Dakota,2024,12,44.0
FL,Florida,TN,Tennessee,2024,12,1987.0
FL,Florida,TX,Texas,2024,12,5494.0
FL,Florida,UT,Utah,2024,12,276.0
FL,Florida,VA,Virginia,2024,12,2834.0
FL,Florida,VI,U.S. Virgin Islands,2024,12,239.0
FL,Florida,VT,Vermont,2024,12,37.0
FL,Florida,WA,Washington,2024,12,456.0
FL,Florida,WI,Wisconsin,2024,12,394.0
FL,Florida,WV,West Virginia,2024,12,46.0
GA,Georgia,AK,Alaska,2024,12,36.0
GA,Georgia,AL,Alabama,2024,12,827.0
GA,Georgia,AR,Arkansas,2024,12,370.0
GA,Georgia,AZ,Arizona,2024,12,380.0
GA,Georgia,CA,California,2024,12,1391.0
GA,Georgia,CO,Colorado,2024,12,623.0
GA,Georgia,CT,Connecticut,2024,12,210.0
GA,Georgia,DE,Delaware,2024,12,9.0
GA,Georgia,FL,Florida,2024,12,5046.0
GA,Georgia,GA,Georgia,2024,12,1499.0
GA,Georgia,HI,Hawaii,2024,12,64.0
GA,Georgia,IA,Iowa,2024,12,136.0
GA,Georgia,ID,Idaho,2024,12,43.0
GA,Georgia,IL,Illinois,2024,12,1005.0
GA,Georgia,IN,Indiana,2024,12,555.0
GA,Georgia,KS,Kansas,2024,12,91.0
GA,Georgia,KY,Kentucky,2024,12,854.0
GA,Georgia,LA,Louisiana,2024,12,918.0
GA,Georgia,MA,Massachusetts,2024,12,540.0
GA,Georgia,MD,Maryland,2024,12,683.0
GA,Georgia,ME,Maine,2024,12,32.0
GA,Georgia,MI,Michigan,2024,12,535.0
GA,Georgia,MN,Minnesota,2024,12,364.0
GA,Georgia,MO,Missouri,2024,12,652.0
GA,Georgia,MS,Mississippi,2024,12,416.0
GA,Georgia,MT,Montana,2024,12,36.0
GA,Georgia,NC,North Carolina,2024,12,1988.0
GA,Georgia,ND,North Dakota,2024,12,1.0
GA,Georgia,NE,Nebraska,2024,12,167.0
GA,Georgia,NH,New Hampshire,2024,12,1.0
GA,Georgia,NJ,New Jersey,2024,12,626.0
GA,Georgia,NM,New Mexico,2024,12,87.0
GA,Georgia,NV,Nevada,2024,12,451.0
GA,Georgia,NY,New York,2024,12,1711.0
GA,Georgia,OH,Ohio,2024,12,652.0
GA,Georgia,OK,Oklahoma,2024,12,297.0
GA,Georgia,OR,Oregon,2024,12,123.0
GA,Georgia,PA,Pennsylvania,2024,12,1053.0
GA,Georgia,PR,Puerto Rico,2024,12,212.0
GA,Georgia,RI,Rhode Island,2024,12,97.0
GA,Georgia,SC,South Carolina,2024,12,804.0
GA,Georgia,SD,South Dakota,2024,12,30.0
GA,Georgia,TN,Tennessee,2024,12,1401.0
GA,Georgia,TX,Texas,2024,12,2461.0
GA,Georgia,UT,Utah,2024,12,256.0
GA,Georgia,VA,Virginia,2024,12,1777.0
GA,Georgia,VI,U.S. Virgin Islands,2024,12,74.0
GA,Georgia,VT,Vermont,2024,12,33.0
GA,Georgia,WA,Washington,2024,12,319.0
GA,Georgia,WI,Wisconsin,2024,12,345.0
GA,Georgia,WV,West Virginia,2024,12,96.0
GA,Georgia,WY,Wyoming,2024,12,10.0
HI,Hawaii,AK,Alaska,2024,12,49.0
HI,Hawaii,AZ,Arizona,2024,12,256.0
HI,Hawaii,CA,California,2024,12,2658.0
HI,Hawaii,CO,Colorado,2024,12,143.0
HI,Hawaii,FL,Florida,2024,12,2.0
HI,Hawaii,GA,Georgia,2024,12,62.0
HI,Hawaii,HI,Hawaii,2024,12,10928.0
HI,Hawaii,IL,Illinois,2024,12,60.0
HI,Hawaii,KY,Kentucky,2024,12,28.0
HI,Hawaii,MA,Massachusetts,2024,12,44.0
HI,Hawaii,MI,Michigan,2024,12,28.0
HI,Hawaii,MN,Minnesota,2024,12,31.0
HI,Hawaii,NJ,New Jersey,2024,12,27.0
HI,Hawaii,NV,Nevada,2024,12,250.0
HI,Hawaii,NY,New York,2024,12,56.0
HI,Hawaii,OR,Oregon,2024,12,159.0
HI,Hawaii,TN,Tennessee,2024,12,27.0
HI,Hawaii,TT,U.S. Pacific Trust Territories and Possessions,2024,12,84.0
HI,Hawaii,TX,Texas,2024,12,138.0
HI,Hawaii,UT,Utah,2024,12,120.0
HI,Hawaii,VA,Virginia,2024,12,15.0
HI,Hawaii,WA,Washington,2024,12,653.0
IA,Iowa,AR,Arkansas,2024,12,1.0
IA,Iowa,AZ,Arizona,2024,12,202.0
IA,Iowa,CA,California,2024,12,19.0
IA,Iowa,CO,Colorado,2024,12,278.0
IA,Iowa,FL,Florida,2024,12,194.0
IA,Iowa,GA,Georgia,2024,12,138.0
IA,Iowa,IA,Iowa,2024,12,34.0
IA,Iowa,ID,Idaho,2024,12,1.0
IA,Iowa,IL,Illinois,2024,12,661.0
IA,Iowa,IN,Indiana,2024,12,5.0
IA,Iowa,KS,Kansas,2024,12,1.0
IA,Iowa,KY,Kentucky,2024,12,62.0
IA,Iowa,MI,Michigan,2024,12,78.0
IA,Iowa,MN,Minnesota,2024,12,160.0
IA,Iowa,MO,Missouri,2024,12,121.0
IA,Iowa,MT,Montana,2024,12,3.0
IA,Iowa,NC,North Carolina,2024,12,110.0
IA,Iowa,NE,Nebraska,2024,12,1.0
IA,Iowa,NJ,New Jersey,2024,12,10.0
IA,Iowa,NV,Nevada,2024,12,62.0
IA,Iowa,NY,New York,2024,12,76.0
IA,Iowa,OH,Ohio,2024,12,1.0
IA,Iowa,OK,Oklahoma,2024,12,3.0
IA,Iowa,PA,Pennsylvania,2024,12,1.0
IA,Iowa,SD,South Dakota,2024,12,1.0
IA,Iowa,TN,Tennessee,2024,12,47.0
IA,Iowa,TX,Texas,2024,12,238.0
IA,Iowa,VA,Virginia,2024,12,75.0
IA,Iowa,WI,Wisconsin,2024,12,3.0
ID,Idaho,AZ,Arizona,2024,12,260.0
ID,Idaho,CA,California,2024,12,814.0
ID,Idaho,CO,Colorado,2024,12,456.0
ID,Idaho,GA,Georgia,2024,12,43.0
ID,Idaho,ID,Idaho,2024,12,24.0
ID,Idaho,IL,Illinois,2024,12,77.0
ID,Idaho,KY,Kentucky,2024,12,73.0
ID,Idaho,MN,Minnesota,2024,12,62.0
ID,Idaho,MT,Montana,2024,12,11.0
ID,Idaho,NM,New Mexico,2024,12,1.0
ID,Idaho,NV,Nevada,2024,12,175.0
ID,Idaho,OK,Oklahoma,2024,12,2.0
ID,Idaho,OR,Oregon,2024,12,184.0
ID,Idaho,PA,Pennsylvania,2024,12,1.0
ID,Idaho,TX,Texas,2024,12,90.0
ID,Idaho,UT,Utah,2024,12,557.0
ID,Idaho,WA,Washington,2024,12,672.0
ID,Idaho,WY,Wyoming,2024,12,22.0
IL,Illinois,AK,Alaska,2024,12,255.0
IL,Illinois,AL,Alabama,2024,12,233.0
IL,Illinois,AR,Arkansas,2024,12,315.0
IL,Illinois,AZ,Arizona,2024,12,981.0
IL,Illinois,CA,California,2024,12,2251.0
IL,Illinois,CO,Colorado,2024,12,1093.0
IL,Illinois,CT,Connecticut,2024,12,303.0
IL,Illinois,DE,Delaware,2024,12,1.0
IL,Illinois,FL,Florida,2024,12,3198.0
IL,Illinois,GA,Georgia,2024,12,1017.0
IL,Illinois,HI,Hawaii,2024,12,65.0
IL,Illinois,IA,Iowa,2024,12,680.0
IL,Illinois,ID,Idaho,2024,12,81.0
IL,Illinois,IL,Illinois,2024,12,1573.0
IL,Illinois,IN,Indiana,2024,12,922.0
IL,Illinois,KS,Kansas,2024,12,218.0
IL,Illinois,KY,Kentucky,2024,12,1087.0
IL,Illinois,LA,Louisiana,2024,12,219.0
IL,Illinois,MA,Massachusetts,2024,12,608.0
IL,Illinois,MD,Maryland,2024,12,359.0
IL,Illinois,ME,Maine,2024,12,61.0
IL,Illinois,MI,Michigan,2024,12,1823.0
IL,Illinois,MN,Minnesota,2024,12,958.0
IL,Illinois,MO,Missouri,2024,12,1492.0
IL,Illinois,MS,Mississippi,2024,12,2.0
IL,Illinois,MT,Montana,2024,12,107.0
IL,Illinois,NC,North Carolina,2024,12,1117.0
IL,Illinois,ND,North Dakota,2024,12,170.0
IL,Illinois,NE,Nebraska,2024,12,477.0
IL,Illinois,NH,New Hampshire,2024,12,31.0
IL,Illinois,NJ,New Jersey,2024,12,586.0
IL,Illinois,NM,New Mexico,2024,12,94.0
IL,Illinois,NV,Nevada,2024,12,686.0
IL,Illinois,NY,New York,2024,12,2178.0
IL,Illinois,OH,Ohio,2024,12,1175.0
IL,Illinois,OK,Oklahoma,2024,12,361.0
IL,Illinois,OR,Oregon,2024,12,228.0
IL,Illinois,PA,Pennsylvania,2024,12,1375.0
IL,Illinois,PR,Puerto Rico,2024,12,153.0
IL,Illinois,RI,Rhode Island,2024,12,125.0
IL,Illinois,SC,South Carolina,2024,12,376.0
IL,Illinois,SD,South Dakota,2024,12,221.0
IL,Illinois,TN,Tennessee,2024,12,1172.0
IL,Illinois,TX,Texas,2024,12,2622.0
IL,Illinois,UT,Utah,2024,12,319.0
IL,Illinois,VA,Virginia,2024,12,1273.0
IL,Illinois,VI,U.S. Virgin Islands,2024,12,22.0
IL,Illinois,VT,Vermont,2024,12,76.0
IL,Illinois,WA,Washington,2024,12,508.0
IL,Illinois,WI,Wisconsin,2024,12,1281.0
IL,Illinois,WV,West Virginia,2024,12,93.0
IL,Illinois,WY,Wyoming,2024,12,30.0
IN,Indiana,AK,Alaska,2024,12,36.0
IN,Indiana,AL,Alabama,2024,12,2.0
IN,Indiana,AR,Arkansas,2024,12,1.0
IN,Indiana,AZ,Arizona,2024,12,174.0
IN,Indiana,CA,California,2024,12,274.0
IN,Indiana,CO,Colorado,2024,12,222.0
IN,Indiana,CT,Connecticut,2024,12,15.0
IN,Indiana,FL,Florida,2024,12,935.0
IN,Indiana,GA,Georgia,2024,12,551.0
IN,Indiana,IA,Iowa,2024,12,2.0
IN,Indiana,IL,Illinois,2024,12,915.0
IN,Indiana,IN,Indiana,2024,12,77.0
IN,Indiana,KS,Kansas,2024,12,2.0
IN,Indiana,KY,Kentucky,2024,12,33.0
IN,Indiana,LA,Louisiana,2024,12,19.0
IN,Indiana,MA,Massachusetts,2024,12,191.0
IN,Indiana,MD,Maryland,2024,12,113.0
IN,Indiana,MI,Michigan,2024,12,226.0
IN,Indiana,MN,Minnesota,2024,12,218.0
IN,Indiana,MO,Missouri,2024,12,65.0
IN,Indiana,MS,Mississippi,2024,12,4.0
IN,Indiana,NC,North Carolina,2024,12,455.0
IN,Indiana,NE,Nebraska,2024,12,1.0
IN,Indiana,NJ,New Jersey,2024,12,249.0
IN,Indiana,NV,Nevada,2024,12,141.0
IN,Indiana,NY,New York,2024,12,436.0
IN,Indiana,OH,Ohio,2024,12,30.0
IN,Indiana,OK,Oklahoma,2024,12,4.0
IN,Indiana,OR,Oregon,2024,12,34.0
IN,Indiana,PA,Pennsylvania,2024,12,150.0
IN,Indiana,TN,Tennessee,2024,12,124.0
IN,Indiana,TX,Texas,2024,12,698.0
IN,Indiana,UT,Utah,2024,12,43.0
IN,Indiana,VA,Virginia,2024,12,313.0
IN,Indiana,WA,Washington,2024,12,61.0
IN,Indiana,WI,Wisconsin,2024,12,7.0
KS,Kansas,AZ,Arizona,2024,12,76.0
KS,Kansas,CO,Colorado,2024,12,346.0
KS,Kansas,FL,Florida,2024,12,12.0
KS,Kansas,GA,Georgia,2024,12,91.0
KS,Kansas,IL,Illinois,2024,12,216.0
KS,Kansas,KS,Kansas,2024,12,46.0
KS,Kansas,KY,Kentucky,2024,12,19.0
KS,Kansas,MD,Maryland,2024,12,1.0
KS,Kansas,MN,Minnesota,2024,12,33.0
KS,Kansas,MO,Missouri,2024,12,70.0
KS,Kansas,NC,North Carolina,2024,12,2.0
KS,Kansas,NJ,New Jersey,2024,12,2.0
KS,Kansas,NV,Nevada,2024,12,41.0
KS,Kansas,NY,New York,2024,12,1.0
KS,Kansas,OH,Ohio,2024,12,1.0
KS,Kansas,OK,Oklahoma,2024,12,1.0
KS,Kansas,PA,Pennsylvania,2024,12,1.0
KS,Kansas,SC,South Carolina,2024,12,2.0
KS,Kansas,TN,Tennessee,2024,12,20.0
KS,Kansas,TX,Texas,2024,12,498.0
KS,Kansas,VA,Virginia,2024,12,17.0
KS,Kansas,WA,Washington,2024,12,26.0
KY,Kentucky,AK,Alaska,2024,12,192.0
KY,Kentucky,AL,Alabama,2024,12,47.0
KY,Kentucky,AR,Arkansas,2024,12,22.0
KY,Kentucky,AZ,Arizona,2024,12,225.0
KY,Kentucky,CA,California,2024,12,926.0
KY,Kentucky,CO,Colorado,2024,12,359.0
KY,Kentucky,CT,Connecticut,2024,12,112.0
KY,Kentucky,FL,Florida,2024,12,1609.0
KY,Kentucky,GA,Georgia,2024,12,866.0
KY,Kentucky,HI,Hawaii,2024,12,100.0
KY,Kentucky,IA,Iowa,2024,12,43.0
KY,Kentucky,ID,Idaho,2024,12,56.0
KY,Kentucky,IL,Illinois,2024,12,1077.0
KY,Kentucky,IN,Indiana,2024,12,19.0
KY,Kentucky,KS,Kansas,2024,12,23.0
KY,Kentucky,KY,Kentucky,2024,12,43.0
KY,Kentucky,LA,Louisiana,2024,12,138.0
KY,Kentucky,MA,Massachusetts,2024,12,298.0
KY,Kentucky,MD,Maryland,2024,12,251.0
KY,Kentucky,MI,Michigan,2024,12,415.0
KY,Kentucky,MN,Minnesota,2024,12,357.0
KY,Kentucky,MO,Missouri,2024,12,201.0
